Module,TXT,RO,DATA,BSS,TOTAL,FatalCount,F3Count
apps_proc/core/kernel/rtos/threadx/src/tx_mutex_put.c,1140,0,0,0,1140,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_thread_delete.c,368,0,0,0,368,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_thread_priority_change.c,532,0,0,0,532,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_thread_relinquish.c,340,0,0,0,340,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_thread_resume.c,400,0,0,0,400,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_thread_system_preempt_check.c,60,0,0,0,60,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_thread_system_suspend.c,1892,0,0,0,1892,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_trace_object_register.c,384,0,0,0,448,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_trace_object_unregister.c,120,0,0,0,120,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_byte_allocate.c,232,0,0,0,232,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_byte_release.c,704,0,0,0,704,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_mutex_delete.c,492,0,0,0,492,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_queue_create.c,436,0,0,0,436,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_queue_delete.c,452,0,0,0,452,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_queue_flush.c,440,0,0,0,440,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_queue_receive.c,1040,0,0,0,1040,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_thread_system_resume.c,812,0,0,0,812,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_trace_disable.c,44,0,0,0,44,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_byte_release.c,108,0,0,0,108,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_byte_pool_search.c,420,0,0,0,420,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_semaphore_create.c,272,0,0,0,272,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_semaphore_delete.c,116,0,0,0,116,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_semaphore_get.c,124,0,0,0,124,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_semaphore_prioritize.c,44,0,0,0,44,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_semaphore_put.c,44,0,0,0,44,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_thread_preemption_change.c,104,0,0,0,104,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_block_pool_delete.c,452,0,0,0,452,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_byte_pool_delete.c,452,0,0,0,452,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_queue_send.c,776,0,0,0,776,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_semaphore_delete.c,452,0,0,0,452,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_timer_delete.c,340,0,0,0,340,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_thread_wait_abort.c,44,0,0,0,44,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_timer_activate.c,44,0,0,0,44,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_timer_change.c,88,0,0,0,88,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_timer_create.c,348,0,0,0,348,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_timer_deactivate.c,44,0,0,0,44,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_timer_delete.c,112,0,0,0,112,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_timer_info_get.c,84,0,0,0,84,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_block_pool_performance_info_get.c,92,0,0,0,92,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_block_pool_performance_system_info_get.c,72,0,0,0,72,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_byte_pool_performance_info_get.c,192,0,0,0,192,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_byte_pool_performance_system_info_get.c,168,0,0,0,168,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_event_flags_performance_info_get.c,92,0,0,0,92,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_event_flags_performance_system_info_get.c,72,0,0,0,72,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_mutex_performance_info_get.c,168,0,0,0,168,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_mutex_performance_system_info_get.c,144,0,0,0,144,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_queue_performance_info_get.c,168,0,0,0,168,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_queue_performance_system_info_get.c,144,0,0,0,144,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_semaphore_performance_info_get.c,92,0,0,0,92,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_semaphore_performance_system_info_get.c,72,0,0,0,72,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_thread_performance_info_get.c,264,0,0,0,264,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_thread_performance_system_info_get.c,264,0,0,0,264,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_thread_stack_error_notify.c,24,0,0,0,24,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_time_get.c,244,0,0,0,244,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_time_set.c,240,0,0,0,240,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_timer_performance_info_get.c,144,0,0,0,144,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_timer_performance_system_info_get.c,92,0,0,0,92,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_trace_buffer_full_notify.c,16,0,0,0,16,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_trace_event_filter.c,24,0,0,0,24,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_trace_event_unfilter.c,24,0,0,0,24,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_trace_isr_enter_insert.c,240,0,0,0,240,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_trace_isr_exit_insert.c,240,0,0,0,240,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_trace_user_event_insert.c,504,0,0,0,504,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_block_allocate.c,152,0,0,0,152,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_block_pool_create.c,328,0,0,0,328,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_block_pool_delete.c,112,0,0,0,112,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_block_pool_info_get.c,92,0,0,0,92,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_block_pool_prioritize.c,44,0,0,0,44,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_block_release.c,68,0,0,0,68,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_byte_pool_create.c,308,0,0,0,308,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_byte_pool_delete.c,112,0,0,0,112,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_byte_pool_info_get.c,92,0,0,0,92,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_byte_pool_prioritize.c,44,0,0,0,44,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_mutex_info_get.c,92,0,0,0,92,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_mutex_prioritize.c,44,0,0,0,44,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_queue_front_send.c,152,0,0,0,152,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_queue_info_get.c,92,0,0,0,92,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_queue_prioritize.c,44,0,0,0,44,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_semaphore_ceiling_put.c,60,0,0,0,60,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_semaphore_info_get.c,84,0,0,0,84,0,0
apps_proc/core/kernel/rtos/threadx/src/txe_thread_time_slice_change.c,84,0,0,0,84,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_byte_pool_cleanup.c,232,0,0,0,232,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_byte_pool_create.c,460,0,0,0,460,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_semaphore_create.c,400,0,0,0,400,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_semaphore_get.c,532,0,0,0,532,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_semaphore_prioritize.c,540,0,0,0,540,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_semaphore_put.c,368,0,0,0,368,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_thread_preemption_change.c,528,0,0,0,528,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_queue_cleanup.c,256,0,0,0,256,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_thread_wait_abort.c,420,0,0,0,420,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_timer_activate.c,292,0,0,0,292,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_timer_change.c,268,0,0,0,268,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_timer_create.c,424,0,0,0,424,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_timer_deactivate.c,544,0,0,0,544,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_timer_info_get.c,584,0,0,0,584,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_block_allocate.c,580,0,0,0,580,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_block_pool_create.c,508,0,0,0,508,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_block_pool_info_get.c,360,0,0,0,360,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_block_pool_prioritize.c,540,0,0,0,540,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_block_release.c,400,0,0,0,400,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_byte_pool_info_get.c,360,0,0,0,360,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_byte_pool_prioritize.c,540,0,0,0,540,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_mutex_info_get.c,360,0,0,0,360,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_queue_front_send.c,756,0,0,0,756,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_queue_info_get.c,360,0,0,0,360,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_queue_prioritize.c,540,0,0,0,540,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_semaphore_ceiling_put.c,396,0,0,0,396,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_semaphore_info_get.c,340,0,0,0,340,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_thread_time_slice_change.c,288,0,0,0,288,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_semaphore_cleanup.c,232,0,0,0,232,0,0
apps_proc/core/kernel/rtos/threadx/src/tx_block_pool_cleanup.c,232,0,0,0,232,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_unload.c,312,0,0,0,312,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_stop.c,1340,0,0,0,1340,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_thread_create.c,1380,0,0,0,1380,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_util.c,516,0,0,0,516,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_object_allocate.c,236,0,0,0,236,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_alignment_adjust.c,76,0,0,0,76,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_kernel_dispatch.c,18884,0,0,0,18884,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_application_request.c,44,0,0,0,44,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_object_pointer_get.c,12,0,0,0,12,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_object_pointer_get_extended.c,944,0,0,0,944,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_timer_notify_trampoline.c,188,0,0,0,188,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_object_deallocate.c,180,0,0,0,180,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_thread_reset.c,388,0,0,0,388,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_callback_request.c,408,0,0,0,408,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_file_load.c,1292,0,20,0,1312,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_initialize.c,216,0,124,156,504,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_object_pool_create.c,80,0,0,0,80,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_start.c,704,0,0,0,704,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_callback_handlers.c,5120,0,256,0,5376,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_internal_load.c,1248,0,4,0,1252,0,0
apps_proc/core/kernel/rtos/threadx_mm/src/txm_module_manager_callback_trampoline.c,352,0,0,0,352,0,0
apps_proc/core/kernel/rtos/threadx_mm/build/apps_proc/cortex-a7/ACENAAKZ/src/txm_module_manager_user_mode_entry.o.i,4096,0,0,0,4096,0,0
apps_proc/core/kernel/rtos/threadx_mm/build/apps_proc/cortex-a7/ACENAAKZ/src/txm_module_manager_thread_stack_build.o.i,148,0,0,0,148,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_thread.c,3364,0,0,136,3500,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_memory.c,4000,1994,8,184,6190,0,42
apps_proc/core/kernel/qurt/threadx/src/qurt_signal.c,696,54,0,0,754,0,4
apps_proc/core/kernel/qurt/threadx/src/qurt_pimutex.c,628,65,0,0,695,0,5
apps_proc/core/kernel/qurt/threadx/src/qurt_init.c,804,52,32,26048,26936,0,4
apps_proc/core/kernel/qurt/threadx/src/qurt_interrupt.c,260,0,4,0,264,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_pipe.c,916,0,0,0,916,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_system.c,616,24,36,0,680,0,1
apps_proc/core/kernel/qurt/threadx/src/qurt_qtmr_timer.c,1204,0,24,0,1228,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_txm_uid_fwk.c,1028,0,8,128,1164,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_custom_cb_qapi_example.c,464,0,36,0,500,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_timetick.c,832,0,4,0,836,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_error.c,932,0,96,64,1092,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_txm_qapi_fwk.c,1616,0,12,6200,7828,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_timer.c,1636,43,0,0,1685,0,3
apps_proc/core/kernel/qurt/threadx/src/qurt_cond.c,936,0,0,0,936,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_txm_mmu.c,584,0,0,0,584,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_module_integrity_check.c,556,0,0,0,556,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_storage_wrapper.c,480,0,0,0,480,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_fs.c,172,0,0,0,172,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_parser.c,992,0,0,0,992,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_scm.c,388,0,0,0,388,0,0
apps_proc/core/kernel/qurt/threadx/src/qurt_txm_exception_handler.c,560,0,8,320,888,0,0
apps_proc/core/kernel/qurt/threadx/src/qapi_handler_registry.c,0,0,216,0,216,0,0
apps_proc/core/kernel/qurt/lldb/build/apps_proc/cortex-a7/ACENAAKZ/src/lldb_brkpt_asm.o.i,204,0,0,0,204,0,0
apps_proc/core/kernel/qurt/lldb/src/lldb_process_req.c,5840,356,652,2556,9404,0,0
apps_proc/core/kernel/qurt/lldb/src/lldb_brkpt.c,416,0,21,76,519,0,0
apps_proc/core/kernel/qurt/lldb/src/lldb_utils.c,1004,0,4,64,1072,0,0
apps_proc/core/kernel/qurt/lldb/src/lldb_next_pc.c,1160,0,0,0,1160,0,0
apps_proc/core/kernel/qurt/lldb/src/lldb_driver.c,584,0,13,2820,3431,0,0
apps_proc/core/kernel/qurt/common/src/pgtable.c,7536,3958,4,409616,421118,0,107
apps_proc/core/kernel/qurt/common/src/pool.c,360,60,0,0,420,0,6
apps_proc/core/kernel/qurt/common/src/memory.c,3656,109,40,64,18371,0,10
apps_proc/core/kernel/qurt/common/src/alloc.c,2936,0,88,0,3024,0,0
apps_proc/core/kernel/qurt/common/src/obj_cache.c,96,0,0,0,96,0,0
apps_proc/core/kernel/qurt/common/src/mem_init.c,1720,123,8,872,2725,0,0
apps_proc/core/kernel/qurt/common/src/heap.c,128,10,8,65536,65682,0,1
apps_proc/core/kernel/qurt/common/src/cust_config.c,268,0,1440,0,1716,0,0
apps_proc/core/kernel/qurt/common/build/apps_proc/cortex-a7/ACENAAKZ/src/mem_utils_asm.o.i,44,0,0,0,44,0,0
apps_proc/core/kernel/qurt/platform/src/power.c,492,0,72,88,652,0,0
apps_proc/core/kernel/qurt/platform/src/cache.c,936,0,0,0,936,0,0
apps_proc/core/kernel/qurt/platform/src/exception.c,724,0,4,0,728,0,0
apps_proc/core/kernel/qurt/platform/src/plat_init_vars.c,0,0,28,6800,6844,0,0
apps_proc/core/kernel/qurt/platform/build/apps_proc/cortex-a7/ACENAAKZ/head.o.i,244,0,0,0,244,0,0
apps_proc/core/kernel/qurt/platform/build/apps_proc/cortex-a7/ACENAAKZ/init.o.i,112,0,0,0,112,0,0
apps_proc/core/kernel/qurt/platform/build/apps_proc/cortex-a7/ACENAAKZ/power_asm.o.i,68,0,0,0,68,0,0
apps_proc/core/kernel/qurt/platform/build/apps_proc/cortex-a7/ACENAAKZ/mmu_init.o.i,92,0,0,0,132,0,0
apps_proc/core/kernel/qurt/platform/build/apps_proc/cortex-a7/ACENAAKZ/vectors.o.i,32,0,0,0,32,0,0
apps_proc/core/kernel/qurt/platform/build/apps_proc/cortex-a7/ACENAAKZ/fault.o.i,372,0,0,0,372,0,0
apps_proc/core/kernel/qurt/threadx_mm/src/qurt_txm_module_mgr.c,792,32,12,1512,2352,0,1
apps_proc/core/systemdrivers/pmic/application/pon/src/pm_pon_app.c,454,0,32,92,578,0,0
apps_proc/core/systemdrivers/pmic/application/rtc/common/src/pm_rtcapp.c,116,0,0,0,116,0,0
apps_proc/core/systemdrivers/pmic/application/usb/src/pm_usb_app.c,2038,99,68,128,2333,0,0
apps_proc/core/systemdrivers/pmic/application/vbatt/src/qapi_pm_vbatt_app.c,514,0,0,0,514,0,0
apps_proc/core/systemdrivers/pmic/application/vbatt/src/pm_vbatt_app.c,2410,0,44,48,2502,0,0
apps_proc/core/systemdrivers/pmic/drivers/pon/src/pm_pon.c,3576,20,328,28,3952,0,0
apps_proc/core/systemdrivers/pmic/drivers/rtc/src/pm_rtc.c,540,0,0,0,540,0,0
apps_proc/core/systemdrivers/pmic/drivers/rtc/src/pm_rtc_driver.c,112,36,38,28,218,0,2
apps_proc/core/systemdrivers/pmic/drivers/clk/src/pm_clk_driver.c,306,66,0,28,400,0,5
apps_proc/core/systemdrivers/pmic/drivers/gpio/src/pm_gpio_driver.c,156,37,0,28,227,0,2
apps_proc/core/systemdrivers/pmic/drivers/gpio/src/pm_gpio.c,3196,0,0,0,3196,0,0
apps_proc/core/systemdrivers/pmic/drivers/ldo/src/pm_ldo_driver.c,530,76,0,28,634,0,6
apps_proc/core/systemdrivers/pmic/drivers/mpp/src/pm_mpp_driver.c,262,56,0,28,346,0,4
apps_proc/core/systemdrivers/pmic/drivers/pbs/src/pm_pbs_client_driver.c,54,43,0,28,127,0,2
apps_proc/core/systemdrivers/pmic/drivers/smps/src/pm_smps_driver.c,940,127,0,28,1101,0,11
apps_proc/core/systemdrivers/pmic/drivers/vbus/src/pm_vbus_driver.c,126,37,0,28,197,0,2
apps_proc/core/systemdrivers/pmic/framework/src/pm_target_information.c,312,54,20,24,410,0,3
apps_proc/core/systemdrivers/pmic/framework/src/pm_version.c,724,0,8,112,844,0,0
apps_proc/core/systemdrivers/pmic/framework/src/pm_init.c,94,0,8,0,102,0,0
apps_proc/core/systemdrivers/pmic/framework/src/pm_resource_manager.c,186,0,0,0,190,0,0
apps_proc/core/systemdrivers/pmic/framework/src/pm_pwroff.c,102,0,0,0,106,0,0
apps_proc/core/systemdrivers/pmic/utils/src/pm_malloc.c,40,22,0,0,62,0,1
apps_proc/core/systemdrivers/pmic/utils/src/pm_utils.c,376,51,8,0,443,0,4
apps_proc/core/systemdrivers/pmic/utils/src/pm_ulog.c,36,0,9,0,51,0,0
apps_proc/core/systemdrivers/pmic/comm/spmi_dal/src/pm_comm_spmi_dal.c,886,149,8,0,1049,0,2
apps_proc/core/systemdrivers/pmic/comm/src/pm_comm.c,112,0,4,0,116,0,0
apps_proc/core/systemdrivers/pmic/npa/src/apps/pm_apps_proc_npa.c,342,29,12,16,401,0,1
apps_proc/core/systemdrivers/pmic/npa/src/apps/pm_apps_proc_npa_device.c,702,0,16,0,718,0,0
apps_proc/core/systemdrivers/pmic/npa/src/pm_npa.c,312,20,0,0,332,0,0
apps_proc/core/systemdrivers/pmic/npa/src/pm_npa_device_clk_buff.c,328,182,24,0,538,0,0
apps_proc/core/systemdrivers/pmic/npa/src/pm_npa_device_ldo.c,644,327,24,0,995,0,0
apps_proc/core/systemdrivers/pmic/npa/src/pm_npa_device_smps.c,672,272,24,0,968,0,0
apps_proc/core/systemdrivers/pmic/npa/src/pm_npa_device_vs.c,372,237,24,0,641,0,0
apps_proc/core/systemdrivers/pmic/target/src/mdm9205/pm_target.c,4,0,0,0,4,0,0
apps_proc/core/systemdrivers/pmic/config/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/mdm9205/9205_devcfg_pm_config_pam.c,0,172,1524,0,1704,0,0
apps_proc/core/systemdrivers/pmic/config/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/mdm9205/9205_devcfg_pm_config_target.c,0,0,274,0,286,0,0
apps_proc/core/systemdrivers/pmic/config/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/common/9205_devcfg_pm_config_common.c,0,0,384,0,392,0,0
apps_proc/core/systemdrivers/icb/src/common/ul_arb.c,3128,94,152,0,3378,0,0
apps_proc/core/systemdrivers/icb/src/common/ul_int.c,5220,71,0,20,5313,0,0
apps_proc/core/systemdrivers/icb/src/common/axicfgint.c,4288,0,12,28,4328,0,0
apps_proc/core/systemdrivers/icb/src/common/axicfgos.c,304,12,5,88,415,0,0
apps_proc/core/systemdrivers/icb/src/common/HALbimc.c,428,0,0,0,428,0,0
apps_proc/core/systemdrivers/icb/src/common/HALnoc.c,194,0,0,0,194,0,0
apps_proc/core/systemdrivers/icb/src/common/HALtcsr.c,140,0,0,0,144,0,0
apps_proc/core/systemdrivers/icb/src/common/HALthrottle.c,120,0,0,0,120,0,0
apps_proc/core/systemdrivers/icb/src/common/ul_tree.c,68,0,0,0,68,0,0
apps_proc/core/systemdrivers/icb/src/common/HALbimcImpl.c,3576,0,0,0,3576,0,0
apps_proc/core/systemdrivers/icb/src/common/HALnocImpl.c,1600,0,32,0,1632,0,0
apps_proc/core/systemdrivers/icb/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/9205/9205_devcfg_ul_data.c,0,854,11228,0,12190,0,0
apps_proc/core/systemdrivers/timetick/src/timetickLegacy.c,1066,27,8,0,1111,0,1
apps_proc/core/systemdrivers/timetick/src/DalTimetickFwk.c,464,136,184,32,816,0,0
apps_proc/core/systemdrivers/timetick/src/DalTimetick.c,2260,24,8,12,2308,0,1
apps_proc/core/systemdrivers/timetick/src/DalTimetickInfo.c,0,12,0,0,12,0,0
apps_proc/core/systemdrivers/busywait/src/busywait_hw_qtimer.c,142,0,16,12,170,0,0
apps_proc/core/systemdrivers/GPIOInt/src/qapi_gpioint.c,628,0,8,0,636,0,0
apps_proc/core/systemdrivers/GPIOInt/src/GPIOInt.c,4906,404,0,3136,8446,0,2
apps_proc/core/systemdrivers/GPIOInt/src/GPIOIntFwk.c,342,127,248,0,727,0,1
apps_proc/core/systemdrivers/GPIOInt/src/GPIOIntInfo.c,0,12,8,0,20,0,0
apps_proc/core/systemdrivers/GPIOInt/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/mdm9205/9205_devcfg_GPIOInt_ConfigData.c,0,0,96,0,96,0,0
apps_proc/core/systemdrivers/clock/src/ClockLegacy.c,34,0,4,0,38,0,0
apps_proc/core/systemdrivers/clock/src/ClockFwk.c,918,33,452,96,1505,0,1
apps_proc/core/systemdrivers/clock/src/ClockDriver.c,7194,294,12,0,7508,0,14
apps_proc/core/systemdrivers/clock/src/ClockSources.c,2694,157,4,0,2861,0,7
apps_proc/core/systemdrivers/clock/src/ClockVoltage.c,386,0,0,0,386,0,0
apps_proc/core/systemdrivers/clock/src/ClockBIST.c,2386,0,0,0,2386,0,0
apps_proc/core/systemdrivers/clock/hw/mdm9205/apps/src/ClockApps.c,1440,52,0,64,1556,0,4
apps_proc/core/systemdrivers/clock/hw/mdm9205/apps/src/ClockAppsDCVS.c,1782,237,324,0,2349,0,8
apps_proc/core/systemdrivers/clock/hw/mdm9205/apps/src/ClockAppsLite.c,320,26,12,0,358,0,1
apps_proc/core/systemdrivers/clock/hw/mdm9205/apps/src/ClockAppsPLL.c,14,0,0,0,18,0,0
apps_proc/core/systemdrivers/clock/hw/mdm9205/apps/src/ClockAppsXO.c,320,115,120,0,561,0,1
apps_proc/core/systemdrivers/clock/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/mdm9205/9205_devcfg_ClockAPCSBSP.c,0,44,264,0,308,0,0
apps_proc/core/systemdrivers/clock/build/apps_proc/cortex-a7/ACENAAKZ/9205_xml/mdm9205/9205_devcfg_ClockBSP.c,0,2208,540,0,2756,0,0
apps_proc/core/systemdrivers/pwm/src/qapi_pwm.c,624,0,4,12,640,0,0
apps_proc/core/systemdrivers/pwm/src/DalPWM.c,2242,525,12,0,2785,0,18
apps_proc/core/systemdrivers/pwm/src/DalPWMFwk.c,190,0,224,32,446,0,0
apps_proc/core/systemdrivers/pwm/src/DalPWMInfo.c,0,12,0,0,12,0,0
apps_proc/core/systemdrivers/pwm/hal/src/HALpwm.c,190,0,8,24,222,0,0
apps_proc/core/systemdrivers/pwm/hal/hw/mdm9205/HALpwmPlatform.c,6,0,0,0,10,0,0
apps_proc/core/systemdrivers/tlmm/src/qapi_tlmm.c,524,0,8,0,532,0,0
apps_proc/core/systemdrivers/tlmm/src/DALTLMM.c,3664,422,20,420,4530,0,10
apps_proc/core/systemdrivers/tlmm/src/DALTLMMState.c,248,0,4,0,252,0,0
apps_proc/core/systemdrivers/tlmm/src/DALTLMMFwk.c,358,176,132,36,710,0,0
apps_proc/core/systemdrivers/tlmm/src/DALTLMMInfo.c,0,12,8,0,20,0,0
apps_proc/core/systemdrivers/tlmm/hw/v2/HALtlmm.c,498,0,8,0,506,0,0
apps_proc/core/systemdrivers/vcs/src/VCSDriver.c,812,298,16,0,1130,0,7
apps_proc/core/systemdrivers/vcs/src/VCSFwk.c,440,84,284,28,844,0,0
apps_proc/core/systemdrivers/vcs/src/VCSCPU.c,364,29,0,0,399,0,2
apps_proc/core/systemdrivers/vcs/src/VCSNPA.c,1890,159,0,0,2055,0,15
