Module,TXT,RO,DATA,BSS,TOTAL,FatalCount,F3Count
apps_proc/location/slim/qmislim/common/src/qmislim_qmi_decoders.c,3352,0,0,0,3352,0,47
apps_proc/location/slim/qmislim/common/src/qmislim_qmi_dm_log.c,1162,0,4,0,1166,0,8
apps_proc/location/slim/qmislim/common/src/qmislim_qmi_encoders.c,2960,0,0,0,2960,0,44
apps_proc/location/slim/qmimsgs/src/sensor_location_interface_manager_v01.c,20,684,56,0,764,0,0
apps_proc/location/slim/utils/src/qmislim_target.c,66,0,0,0,70,0,0
apps_proc/location/slim/utils/src/slim_timetick.cpp,18,0,0,0,18,0,0
apps_proc/location/slim/client/src/QmiSlimClient.cpp,908,74,0,0,998,0,0
apps_proc/location/loc_api/loc_api_v02/src/loc_api_sync_req.c,1096,283,1,1296,2684,0,23
apps_proc/location/loc_api/loc_api_v02/src/loc_api_v02_client.c,1992,670,0,0,2666,0,44
apps_proc/location/loc_api/loc_api_v02/src/location_service_iot_v02.c,20,4436,56,0,4516,0,0
apps_proc/location/platform/src/LocDBIface.cpp,3224,150,8,0,3394,0,33
apps_proc/location/platform/src/LocOSIface.cpp,1014,0,16,0,1034,0,20
apps_proc/location/platform/src/LocFSIface.cpp,556,227,0,0,785,0,29
apps_proc/location/platform/src/XtraPlatform.cpp,928,180,0,0,1134,0,6
apps_proc/location/platform/src/LocNetIface.cpp,3068,366,24,256,3730,0,91
apps_proc/location/platform/src/PalNetIf.cpp,1288,53,0,0,1351,0,37
apps_proc/location/pcid/src/IzatPcid.cpp,428,20,8,0,456,0,16
apps_proc/location/pcid/src/IzatPcidAdapter.cpp,310,249,0,0,569,0,8
apps_proc/location/core/src/SystemStatus.cpp,22204,1254,4,64,23646,0,20
apps_proc/location/core/src/LocDualContext.cpp,340,93,24,64,533,0,9
apps_proc/location/core/src/ContextBase.cpp,180,50,16,100,358,0,2
apps_proc/location/geofence/src/GeofenceAdapter.cpp,13744,1035,0,0,14809,0,27
apps_proc/location/locationwifiinterface/src/LocationWifiInterface.cpp,2340,277,12,0,2643,0,32
apps_proc/location/locationwifiinterface/src/LocationWifiInterfaceTimer.cpp,258,304,0,0,572,0,10
apps_proc/location/izat_core/src/IzatApiV02.cpp,15614,2084,20,0,17810,0,188
apps_proc/location/izat_core/src/IzatApiBase.cpp,1824,650,1,0,2517,0,7
apps_proc/location/izat_core/src/IzatAdapterBase.cpp,720,150,4,0,890,0,6
apps_proc/location/xtra/src/XtraIzatAdapter.cpp,3328,981,0,0,4339,0,44
apps_proc/location/xtra/src/XtraClient.cpp,8144,1354,4,0,9558,0,138
apps_proc/location/xtra/src/XtraTimeRequest.cpp,1840,125,0,0,1973,0,15
apps_proc/location/xtra/src/XtraDataRequest.cpp,5866,1229,4,228,7419,0,67
apps_proc/location/xtra/src/XtraUserAgent.cpp,1786,178,0,0,1988,0,9
apps_proc/location/xtra/src/XtraConfig.cpp,3328,1667,0,0,5003,0,31
apps_proc/location/xtra/src/XtraApis.cpp,768,541,8,0,1343,0,2
apps_proc/location/xtra/src/XtraNvItems.cpp,2000,80,0,0,2084,0,15
apps_proc/location/xtra/src/XtraTimer.cpp,336,117,0,0,465,0,11
apps_proc/api/ssctl/src/subsystem_control_v02.c,20,270,56,0,346,0,0
apps_proc/api/time/src/time_service_v01.c,20,479,56,0,561,0,0
apps_proc/api/sar/src/specific_absorption_rate_v01.c,20,478,56,0,554,0,0
apps_proc/api/nas/src/network_access_service_v01.c,22,20053,64,0,20141,0,0
apps_proc/api/nas/src/network_access_service_common_v01.c,0,39,4,0,45,0,0
apps_proc/api/qdssc/src/qualcomm_debug_subsystem_control_v01.c,20,636,56,0,716,0,0
apps_proc/api/dms/src/device_management_service_v01.c,20,4141,56,0,4223,0,0
apps_proc/api/dpm/src/data_port_mapper_v01.c,20,280,60,0,360,0,0
apps_proc/api/dsd/src/data_system_determination_v01.c,20,2128,56,0,2208,0,0
apps_proc/api/ims_iot/src/ims_iot_qmi_service_v01.c,20,1623,56,0,1705,0,0
apps_proc/api/psm/src/power_save_mode_service_v01.c,20,1380,56,0,1460,0,0
apps_proc/api/uim/src/user_identity_module_v01.c,20,5104,56,0,5180,0,0
apps_proc/api/voice/src/voice_service_v02.c,20,6685,64,0,6771,0,0
apps_proc/api/voice/src/voice_service_common_v02.c,0,37,4,0,43,0,0
apps_proc/api/wda/src/wireless_data_administrative_service_v01.c,20,1031,60,0,1117,0,0
apps_proc/api/wds/src/wireless_data_service_v01.c,20,16555,64,0,16645,0,0
apps_proc/api/wds/src/wireless_data_service_common_v01.c,0,24,4,0,28,0,0
apps_proc/api/wms/src/wireless_messaging_service_v01.c,20,3129,56,0,3211,0,0
apps_proc/api/nipd/src/non_ip_data_service_v01.c,20,297,60,0,383,0,0
apps_proc/api/tmd/src/thermal_mitigation_device_service_v01.c,20,301,56,0,383,0,0
apps_proc/api/dfs/src/data_filter_service_v01.c,20,1388,60,0,1468,0,0
apps_proc/api/util/src/util_counter_v01.c,20,69,56,0,151,0,0
apps_proc/api/common/src/common_v01.c,0,107,4,0,113,0,0
apps_proc/api/voice_nas_service_common/src/voice_nas_services_common_v01.c,0,37,4,0,43,0,0
apps_proc/api/data_common/src/data_common_v01.c,0,62,4,0,70,0,0
apps_proc/dataservices/netservice/net/net_utils/src/console_printf.c,214,74,0,260,560,0,0
apps_proc/dataservices/netservice/net/net_utils/src/net_utils.c,4634,69,24,0,4733,0,33
apps_proc/dataservices/netservice/net/net_utils/src/data_driver_access_txm.c,174,0,0,0,178,0,0
apps_proc/dataservices/netservice/net/net_utils/src/mem_utility.c,142,0,0,0,142,0,1
apps_proc/dataservices/netservice/net/net_utils/src/ds_dpl_logging.c,308,0,0,0,308,0,0
apps_proc/dataservices/netservice/net/net_utils/src/data_driver_access.c,102,0,0,0,102,0,0
apps_proc/dataservices/netservice/net/ipstack/port/inport.c,74,0,0,0,74,0,0
apps_proc/dataservices/netservice/net/ipstack/port/userdata.c,552,0,236,0,788,0,0
apps_proc/dataservices/netservice/net/ipstack/port/nsport.c,648,0,0,0,648,0,0
apps_proc/dataservices/netservice/net/ipstack/port/intimer.c,34,0,2,0,40,0,0
apps_proc/dataservices/netservice/net/ipstack/port/ininit.c,2740,587,58,1848,5255,0,19
apps_proc/dataservices/netservice/net/ipstack/port/osporttk.c,834,63,12,64,975,0,2
apps_proc/dataservices/netservice/net/ipstack/port/iprcv.c,718,95,4,0,819,0,5
apps_proc/dataservices/netservice/net/qapi/loc_publicencrypt_txm.c,19298,648,8,0,19958,0,43
apps_proc/dataservices/netservice/net/qapi/qapi_coap.c,8424,0,0,0,8424,0,91
apps_proc/dataservices/netservice/net/qapi/qapi_lwm2m.c,16246,231,0,0,16479,0,157
apps_proc/dataservices/netservice/net/qapi/qapi_socket.c,1542,0,0,0,1546,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_dnsc.c,2814,0,4,0,2818,0,39
apps_proc/dataservices/netservice/net/qapi/qapi_dnsc_txm.c,1410,0,0,0,1410,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_socket_txm.c,4466,0,0,0,4466,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_net_txm.c,4292,0,0,0,4292,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_httpc_txm.c,1376,0,0,0,1376,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_mqtt_txm.c,2112,0,0,0,2112,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_coap_txm.c,2992,0,0,0,2992,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_ssl_txm.c,1188,0,0,0,1188,0,1
apps_proc/dataservices/netservice/net/qapi/qapi_lwm2m_txm.c,2124,0,0,0,2124,0,6
apps_proc/dataservices/netservice/net/qapi/qapi_ssl.c,58,0,0,0,58,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_ssl_cert.c,40,0,0,0,44,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_netprofile.c,24,0,0,0,28,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_ns_gen_v4.c,2296,0,0,0,2296,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_ns_gen_v6.c,2930,0,0,0,2934,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_ns_utils.c,222,0,0,0,222,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_netstat.c,192,0,0,0,192,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_netfilter.c,336,0,0,0,336,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_netbuf.c,144,0,0,0,144,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_mqtt.c,3802,0,0,60,3862,0,0
apps_proc/dataservices/netservice/net/qapi/qapi_httpc.c,244,0,0,0,244,0,0
apps_proc/dataservices/netservice/net/ssl/src/ssl.c,8128,0,20,160,8308,0,44
apps_proc/dataservices/netservice/net/ssl/src/ssl_tzcrypto_services.c,2074,32,16,1088,3210,0,29
apps_proc/dataservices/netservice/net/ssl/src/ssl_store_common.c,5554,360,52,256,6222,0,68
apps_proc/dataservices/netservice/net/ssl/src/ssl_cert_store.c,1634,135,20,0,1799,0,16
apps_proc/dataservices/netservice/net/ssl/src/shared_buffer.c,878,0,0,0,882,0,0
apps_proc/dataservices/netservice/net/ssl/src/ssl_sharkssl.c,1712,0,150,0,1866,0,7
apps_proc/dataservices/netservice/net/ssl/src/ssl_picoTLS.c,4060,64,132,16,4276,0,11
apps_proc/dataservices/netservice/net/ssl/src/ssl_cert.c,2236,16,0,0,2252,0,7
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/mqtt/src/mqtt_mod.c,170,0,12,0,182,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/mqtt/src/mqtt_port.c,490,0,0,0,490,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/mqtt/src/mqttc.c,17538,172,52,0,17762,0,59
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/mqtt/src/MQTTConnectClient.c,594,0,0,0,594,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/mqtt/src/MQTTDeserializePublish.c,236,0,0,0,236,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/mqtt/src/MQTTPacket.c,492,0,4,0,496,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/mqtt/src/MQTTSerializePublish.c,338,0,0,0,338,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/mqtt/src/MQTTSubscribeClient.c,362,0,0,0,362,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/mqtt/src/MQTTUnsubscribeClient.c,250,0,0,0,250,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/mqtt/src/ce.c,4,0,0,0,4,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ip/icmp.c,1794,0,8,624,2426,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ip/iface.c,894,0,8,20,922,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ip/ipnet.c,912,0,16,20,948,0,6
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ip/ipstart.c,92,0,8,84,184,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ip/et_arp.c,2176,0,12,344,2532,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ip/ip.c,4136,0,16,504,4656,0,1
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ip/ip_reasm.c,3542,0,20,24,3586,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ip/ipdemux.c,2296,238,4,0,2542,0,7
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ip/ipraw.c,1318,0,4,0,1322,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ip/iproute.c,688,0,13,0,707,0,1
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ip/udp.c,2546,0,0,144,2690,0,1
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ip/ipmc.c,204,0,0,0,204,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipv6/icmp6.c,1932,0,20,20,1972,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipv6/ip6.c,7790,67,161,92,8118,0,10
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipv6/ipv6_mod.c,156,16,32,0,204,0,2
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipv6/nd.c,8516,0,78,184,8782,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipv6/udp6.c,2498,0,0,0,2498,0,1
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipv6/udpsock6.c,1778,0,0,0,1778,0,5
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipv6/ip6_pcb.c,1016,0,0,0,1016,0,3
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipv6/ip6ext.c,370,0,4,0,374,0,1
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipv6/ip6frags.c,2608,206,16,0,2834,0,6
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipv6/ip6mc.c,820,0,0,0,820,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipv6/ip6route.c,1950,0,256,336,2542,0,2
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipv6/ip62mac.c,1398,16,4,0,1418,0,2
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipv6/tcp6.c,1080,0,0,0,1080,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/misclib/parseip.c,1470,34,4,0,1512,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/misclib/cb.c,2338,0,0,0,2338,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/misclib/cksum.c,52,0,4,0,60,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/misclib/in_utils.c,748,0,0,60,808,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/misclib/reshost.c,586,0,0,0,586,0,6
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/misclib/strilib.c,206,0,0,0,210,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/misclib/tcpcksum.c,90,0,0,0,94,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/net/dnssrvr.c,2296,0,8,1420,3724,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/net/q.c,180,0,0,0,180,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/net/pktalloc.c,3946,71,32,268,4319,0,19
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/net/app_ping.c,1630,235,2,196,2069,0,10
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/net/ds_mod.c,68,20,32,0,120,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/net/dhcpsrvr.c,2096,75,8,272,2453,0,2
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/net/dnsrelay.c,114,0,0,0,114,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/net/dnsclnt.c,7060,234,16,244,7558,0,27
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/net/udp_open.c,158,0,4,0,162,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/net/netmain_mod.c,1762,8,128,144,2730,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/net/ping.c,412,0,0,0,412,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/sockcall.c,5230,522,20,0,5776,0,12
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/nptcp.c,2110,117,181,444,2864,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/rawsock.c,3510,0,0,0,3510,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/nonipsock.c,1394,0,4,0,1406,0,18
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/socket.c,8596,97,8,0,8707,0,25
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/socket2.c,1458,0,0,0,1458,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/soselect.c,1132,0,0,0,1132,0,2
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/tcp_subr.c,1146,0,16,372,1538,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/tcp_zio.c,490,0,0,0,490,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/udpsock.c,1596,0,0,0,1596,0,2
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/in_pcb.c,786,0,0,0,786,0,2
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/tcp_in.c,7850,0,9,40,7909,0,4
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/tcp_out.c,4184,0,11,34,4235,0,2
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/tcp_timr.c,1602,0,29,0,1637,0,16
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/tcp_usr.c,1294,0,8,0,1302,0,1
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/tcpport.c,106,0,0,0,106,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/tcp/tcpsack.c,1654,0,0,0,1654,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/natrt/nat_mod.c,18,8,32,0,62,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/natrt/natfrag.c,5622,142,16,0,5784,0,8
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/natrt/natport.c,52,9,8,20,103,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/natrt/natutil.c,1668,0,12,0,1680,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/natrt/nattl.c,3920,0,32,328,4280,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/natrt/natftp.c,620,0,0,0,620,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/allports/allports.c,14,66,32,0,128,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/allports/timeouts.c,516,0,12,240,768,0,0
apps_proc/dataservices/netservice/ipstack/nichestack/4.10/ipmc/ipopt.c,716,0,0,0,716,0,0
apps_proc/dataservices/netservice/services/coap/src/coap_transaction.c,3216,0,16,1284,4524,0,54
apps_proc/dataservices/netservice/services/coap/src/er-coap-13.c,6424,0,5,0,6435,0,0
apps_proc/dataservices/netservice/services/coap/src/transaction.c,1668,0,0,0,1668,0,7
apps_proc/dataservices/netservice/services/coap/src/connection.c,5606,248,16,0,5878,0,70
apps_proc/dataservices/netservice/services/coap/src/coap_utils.c,296,0,0,0,296,0,2
apps_proc/dataservices/netservice/services/coap/src/block1.c,3320,0,0,0,3320,0,32
apps_proc/dataservices/netservice/services/httpc/http_client_req.c,9934,68,4,416,10422,0,95
apps_proc/dataservices/netservice/services/httpc/http_client_rsp.c,3284,0,0,0,3284,0,36
apps_proc/dataservices/netservice/security/picotls/src/picotls.c,24910,670,60,84,25736,0,44
apps_proc/dataservices/netservice/security/picotls/src/sharkssl_hal_cert.c,2176,40,8,0,2228,0,4
apps_proc/dataservices/netservice/security/picotls/src/sharkssl_hal_cipher.c,1968,376,16,0,2372,0,3
apps_proc/dataservices/netservice/security/picotls/src/sharkssl_hal_keyexchange.c,1308,96,20,0,1424,0,9
apps_proc/dataservices/netservice/security/crypto/lib/common/utils/utils.c,3958,0,64,0,4026,0,15
apps_proc/dataservices/netservice/security/crypto/lib/common/ref10/fe_ge.c,12878,280,0,32,13190,0,0
apps_proc/dataservices/netservice/security/crypto/lib/curve25519/c25519.c,6,32,0,0,38,0,0
apps_proc/dataservices/netservice/security/crypto/lib/curve25519/c25519_sw.c,388,0,0,0,388,0,0
apps_proc/dataservices/netservice/security/SharkSSL/3.664/src/SharkSslBigInt.c,3892,67,0,0,3969,0,5
apps_proc/dataservices/netservice/security/SharkSSL/3.664/src/SharkSslCrypto.c,27894,4267,0,0,32167,0,56
apps_proc/dataservices/netservice/security/SharkSSL/3.664/src/SharkSslPublic.c,3320,467,0,0,3793,0,19
apps_proc/dataservices/netservice/security/SharkSSL/3.664/src/SharkSSL.c,656,151,0,0,813,0,14
apps_proc/dataservices/netservice/security/SharkSSL/3.664/src/SharkSslCon.c,14368,1333,48,0,15755,0,141
apps_proc/dataservices/netservice/security/SharkSSL/3.664/src/SharkSslCon_hs.c,17818,1813,0,0,19637,0,75
apps_proc/dataservices/netservice/security/SharkSSL/3.664/src/SharkSslECC.c,5028,1076,0,0,6112,0,6
apps_proc/dataservices/netservice/security/SharkSSL/3.664/src/SharkSslCipher.c,1862,177,0,0,2045,0,16
apps_proc/dataservices/netservice/security/SharkSSL/DTLS/src/SharkSslCon_DTLS.c,2998,159,44,0,3203,0,14
apps_proc/dataservices/netservice/security/SharkSSL/DTLS/src/SharkSslCon_DTLS_hs.c,20122,672,4,0,20802,0,71
apps_proc/dataservices/tethering/qti_bridge/src/ds_mux_api.c,508,0,0,0,508,0,11
apps_proc/dataservices/tethering/qti_bridge/src/ds_mux.c,8082,19,12,16,8147,0,73
apps_proc/dataservices/tethering/qti_bridge/src/ds_mux_svc.c,186,0,0,0,186,0,2
apps_proc/dataservices/tethering/qti_bridge/src/ds_mux_logical.c,3342,102,1,600,4049,0,28
apps_proc/dataservices/tethering/qti_bridge/src/ds_mux_platform.c,158,256,0,0,414,0,0
apps_proc/dataservices/tethering/qti_bridge/src/ds_mux_phys.c,650,67,4,0,723,0,2
apps_proc/dataservices/tethering/qti_bridge/src/ds_mux_io.c,2278,100,4,0,2382,0,16
apps_proc/dataservices/tethering/qti_bridge/src/ds_mux_utils.c,2596,93,256,0,2951,0,15
apps_proc/dataservices/tethering/qti_bridge/src/ds_mux_logging.c,522,27,336,0,899,0,4
apps_proc/dataservices/tethering/qti_bridge/src/ds_mux_taski.c,272,0,8,3552,3832,0,6
apps_proc/dataservices/tethering/qti_bridge/src/qti_bridge.c,888,33,25,1008,1966,0,23
apps_proc/dataservices/tethering/qti_bridge/src/qti_bridge_cmdq.c,454,0,0,80,534,0,7
apps_proc/dataservices/tethering/qti_bridge/src/qti_bridge_sio.c,3606,246,72,0,3928,0,24
apps_proc/dataservices/tethering/qti_bridge/src/ds_mux_task.c,82,0,0,0,82,0,1
apps_proc/dataservices/tethering/qti_bridge/src/qti_bridge_modem.c,3102,223,0,0,3327,0,62
apps_proc/dataservices/tethering/qti_bridge/src/qti_bridge_peripheral.c,256,64,0,0,320,0,12
apps_proc/dataservices/tethering/qti_bridge/src/qti_bridge_logical.c,844,73,0,0,923,0,43
apps_proc/dataservices/tethering/qti_bridge/src/qti_bridge_ds_mux.c,1702,72,4,0,1778,0,26
apps_proc/dataservices/tethering/qti/src/qti_main.c,450,31,4,584,1071,0,13
apps_proc/dataservices/tethering/qti/src/qti_rmnet_peripheral.c,1292,155,4,0,1453,0,37
apps_proc/dataservices/tethering/qti/src/qti_rmnet_dpm.c,668,97,12,160,939,0,21
apps_proc/dataservices/tethering/qti/src/qti_cmdq.c,398,21,4,80,505,0,13
apps_proc/dataservices/tethering/qti/src/qti_rmnet_modem.c,604,58,4,0,670,0,26
apps_proc/dataservices/tethering/qti/src/qti_rmnet_qmi.c,1590,0,4,0,1594,0,38
apps_proc/dataservices/tethering/qti/src/qti_qcmap.c,34,0,0,0,38,0,0
apps_proc/dataservices/data_at/data_atfwd/src/data_atfwd.c,6926,0,981,2232,10145,0,41
apps_proc/dataservices/data_at/data_atfwd/src/access_terminal_service_ex_v01.c,20,456,56,0,536,0,0
apps_proc/dataservices/data_at/data_atfwd/src/data_atfwd_cmdq.c,570,0,0,80,650,0,3
apps_proc/dataservices/data_at/data_athdl/src/at_handler_main.c,1288,0,4,0,1292,0,11
apps_proc/dataservices/data_at/data_athdl/src/at_handler_utility.c,494,0,0,0,494,0,5
apps_proc/dataservices/data_at/data_ril_port/src/data_ril_port.c,128,0,0,0,128,0,0
apps_proc/dataservices/data_at/lwm2m_athdl/src/lwm2m_at_handler.c,8840,1020,396,100,10364,0,33
apps_proc/dataservices/data_at/lwm2m_athdl/src/lwm2m_at_utility.c,9692,0,0,0,9692,0,12
apps_proc/dataservices/data_at/lwm2m_athdl/src/lwm2m_id_mapping.c,1248,0,8,0,1256,0,3
apps_proc/dataservices/demo/Q_Flog/src/qflog/flog.c,1428,0,4,5828,7260,0,2
apps_proc/dataservices/demo/Q_Flog/src/qflog/qflog.c,12590,9236,8,16448,38282,0,132
apps_proc/dataservices/demo/Q_Flog/src/qflog/qflog_utils.c,910,0,0,0,914,0,0
apps_proc/dataservices/iot_app/common/src/iotapp_dam_app_load.c,986,0,12,40,1046,0,4
apps_proc/dataservices/iot_app/common/src/qapi_device_info_txm.c,10022,0,0,0,10022,0,1
apps_proc/dataservices/iot_app/common/src/qapi_sensor_mgr_txm.c,214,0,0,0,214,0,0
apps_proc/dataservices/iot_app/common/src/iotapp_qmi_dms.c,1968,0,8,0,1976,0,24
apps_proc/dataservices/iot_app/common/src/iotapp_qmi_dins.c,586,0,12,0,598,0,10
apps_proc/dataservices/iot_app/common/src/iotapp_qmi_psm.c,704,0,8,0,712,0,7
apps_proc/dataservices/iot_app/common/src/iotapp_qmi_nas.c,13280,0,20,248,13548,0,118
apps_proc/dataservices/iot_app/common/src/iotapp_qmi_uim.c,4890,58,12,0,4964,0,35
apps_proc/dataservices/iot_app/common/src/iotapp_qmi_dsd.c,854,0,16,0,870,0,14
apps_proc/dataservices/iot_app/common/src/iotapp_qmi_wms.c,7206,0,28,255,7491,0,47
apps_proc/dataservices/iot_app/common/src/iotapp_qmi_ims_iot.c,568,0,8,64,640,0,9
apps_proc/dataservices/iot_app/common/src/iotapp_qmi_voice.c,914,0,8,64,986,0,10
apps_proc/dataservices/iot_app/common/src/iotapp_dss_util.c,3296,640,8,1136,5080,0,24
apps_proc/dataservices/iot_app/common/src/iotapp_qmi_wds.c,5986,0,8,160,6154,0,11
apps_proc/dataservices/iot_app/common/src/qapi_sensor_mgr.c,2622,0,8,20,2658,0,39
apps_proc/dataservices/iot_app/common/src/qapi_device_info.c,11878,298,16,100,12304,0,78
apps_proc/dataservices/iot_app/common/src/iotapp_log_util.c,202,0,8,0,218,0,0
apps_proc/dataservices/iot_app/m2m/lwm2m/src/lwm2m_rx.c,2224,0,8,280,2512,0,31
apps_proc/dataservices/iot_app/m2m/lwm2m/src/transport_selection.c,4282,451,340,0,5075,0,31
apps_proc/dataservices/iot_app/m2m/lwm2m/src/object_access_control.c,2894,24,0,0,2918,0,8
apps_proc/dataservices/iot_app/m2m/lwm2m/src/object_connectivity_moni.c,7712,46,2,900,8672,0,16
apps_proc/dataservices/iot_app/m2m/lwm2m/src/object_connectivity_stat.c,2370,20,4,64,2462,0,18
apps_proc/dataservices/iot_app/m2m/lwm2m/src/object_device.c,5928,1112,597,0,7637,0,28
apps_proc/dataservices/iot_app/m2m/lwm2m/src/object_firmware.c,4372,46,9,0,4435,0,17
apps_proc/dataservices/iot_app/m2m/lwm2m/src/object_location.c,1522,38,1,0,1569,0,4
apps_proc/dataservices/iot_app/m2m/lwm2m/src/object_security.c,3990,24,17,0,4031,0,18
apps_proc/dataservices/iot_app/m2m/lwm2m/src/object_server.c,7226,42,1,0,7275,0,29
apps_proc/dataservices/iot_app/m2m/lwm2m/src/system_api.c,80,0,4,0,84,0,0
apps_proc/dataservices/iot_app/m2m/lwm2m/src/object_devicecap.c,2964,36,1,0,3001,0,13
apps_proc/dataservices/iot_app/m2m/lwm2m/src/object_software_mgnt.c,3558,52,1,0,3611,0,15
apps_proc/dataservices/iot_app/m2m/lwm2m/src/bootstrap_info.c,630,0,0,0,630,0,9
